Date,Price,Open,High,Low,Vol,Change
"Oct 20, 2013","188.6","183.1","233.4","175.3","254.87K","2.95%"
"Oct 13, 2013","183.1","142.9","195.8","141.5","201.72K","28.18%"
"Oct 06, 2013","142.9","136.7","143.1","134.1","64.32K","4.53%"
"Sep 29, 2013","136.7","142.5","145.8","109.7","212.39K","-4.07%"
"Sep 22, 2013","142.5","134.4","143.0","131.0","77.32K","6.04%"
"Sep 15, 2013","134.4","136.7","142.2","131.0","73.34K","-1.70%"
"Sep 08, 2013","136.7","129.0","145.9","124.0","137.01K","5.98%"
"Sep 01, 2013","129.0","141.0","148.9","121.3","130.89K","-8.52%"
"Aug 25, 2013","141.0","119.6","148.7","119.1","170.74K","17.89%"
"Aug 18, 2013","119.6","112.8","125.0","111.8","160.00K","6.08%"
"Aug 11, 2013","112.8","103.0","115.0","102.7","139.76K","9.47%"
"Aug 04, 2013","103.0","104.9","107.8","101.0","82.99K","-1.86%"
"Jul 28, 2013","104.9","94.4","111.7","94.0","191.74K","11.18%"
"Jul 21, 2013","94.4","89.8","97.5","88.0","105.87K","5.10%"
"Jul 14, 2013","89.8","98.3","101.9","86.2","177.26K","-8.65%"
"Jul 07, 2013","98.3","69.7","104.2","66.6","366.12K","41.14%"
"Jun 30, 2013","69.7","95.0","98.2","65.4","358.77K","-26.67%"
"Jun 23, 2013","95.0","108.2","110.0","92.3","234.92K","-12.20%"
"Jun 16, 2013","108.2","99.8","115.0","98.9","190.47K","8.42%"
"Jun 09, 2013","99.8","107.9","112.3","88.0","336.61K","-7.50%"
"Jun 02, 2013","107.9","129.3","130.1","106.2","273.71K","-16.56%"
"May 26, 2013","129.3","132.0","136.0","124.0","159.87K","-2.04%"
"May 19, 2013","132.0","123.2","134.0","119.5","157.31K","7.13%"
"May 12, 2013","123.2","115.6","125.6","103.0","399.53K","6.55%"
"May 05, 2013","115.6","112.9","124.9","97.5","568.14K","2.43%"
"Apr 28, 2013","112.9","128.0","149.1","79.0","956.24K","-11.80%"
"Apr 21, 2013","128.0","126.6","166.4","110.0","876.87K","1.09%"
"Apr 14, 2013","126.6","93.0","136.4","50.0","1.81M","36.15%"
"Apr 07, 2013","93.0","142.6","266.0","54.3","1.38M","-34.80%"
"Mar 31, 2013","142.6","92.2","147.0","91.0","520.93K","54.71%"
"Mar 24, 2013","92.2","64.3","95.7","62.7","511.38K","43.26%"
"Mar 17, 2013","64.3","47.0","74.9","46.8","602.06K","36.91%"
"Mar 10, 2013","47.0","46.8","48.5","36.7","384.32K","0.32%"
"Mar 03, 2013","46.8","34.3","49.1","33.3","520.06K","36.79%"
"Feb 24, 2013","34.3","29.8","34.9","29.2","327.36K","14.93%"
"Feb 17, 2013","29.8","27.2","31.3","25.0","417.66K","9.48%"
"Feb 10, 2013","27.2","23.6","27.6","21.7","466.62K","15.10%"
"Feb 03, 2013","23.6","19.6","24.0","19.4","318.71K","20.48%"
"Jan 27, 2013","19.6","17.9","21.4","17.2","442.23K","9.79%"
"Jan 20, 2013","17.9","15.6","19.2","15.4","485.49K","14.47%"
"Jan 13, 2013","15.6","14.2","16.0","13.9","313.71K","9.69%"
"Jan 06, 2013","14.2","13.4","14.4","13.4","228.80K","5.95%"
"Dec 30, 2012","13.4","13.4","13.6","13.2","142.19K","0.00%"
"Dec 23, 2012","13.4","13.4","13.7","13.0","139.46K","0.00%"
"Dec 16, 2012","13.4","13.5","13.7","12.8","241.51K","-0.89%"
"Dec 09, 2012","13.5","13.4","13.9","13.0","228.09K","0.52%"
"Dec 02, 2012","13.4","12.6","13.7","12.4","226.35K","6.85%"
"Nov 25, 2012","12.6","12.4","12.7","11.9","189.37K","1.21%"
"Nov 18, 2012","12.4","11.8","12.5","11.6","184.00K","5.26%"
"Nov 11, 2012","11.8","10.9","11.8","10.7","202.40K","8.26%"
"Nov 04, 2012","10.9","10.6","11.2","10.5","151.53K","2.35%"
"Oct 28, 2012","10.6","10.3","11.3","10.3","218.24K","3.70%"
"Oct 21, 2012","10.3","11.7","12.0","9.7","354.68K","-12.61%"
"Oct 14, 2012","11.7","11.9","12.0","11.4","181.90K","-1.01%"
"Oct 07, 2012","11.9","12.5","12.6","10.6","289.17K","-5.20%"
"Sep 30, 2012","12.5","12.4","13.1","12.3","210.29K","1.21%"
"Sep 23, 2012","12.4","12.2","12.5","11.6","175.00K","0.98%"
"Sep 16, 2012","12.2","11.8","12.7","11.7","223.13K","4.17%"
"Sep 09, 2012","11.8","11.0","11.8","10.8","260.01K","6.43%"
"Sep 02, 2012","11.0","10.0","11.3","9.7","270.47K","10.73%"
"Aug 26, 2012","10.0","10.5","12.1","9.7","432.01K","-5.23%"
"Aug 19, 2012","10.5","11.6","11.6","7.6","759.29K","-9.39%"
"Aug 12, 2012","11.6","11.5","15.4","10.6","591.64K","0.87%"
"Aug 05, 2012","11.5","11.0","12.0","10.1","379.16K","4.83%"
"Jul 29, 2012","11.0","8.9","11.3","8.7","442.24K","23.51%"
"Jul 22, 2012","8.9","8.9","9.2","7.8","357.35K","0.00%"
"Jul 15, 2012","8.9","7.5","9.7","7.3","789.95K","17.37%"
"Jul 08, 2012","7.5","6.8","7.9","6.7","337.91K","11.54%"
"Jul 01, 2012","6.8","6.7","6.9","6.4","284.01K","1.05%"
"Jun 24, 2012","6.7","6.4","6.7","6.2","277.01K","4.04%"
"Jun 17, 2012","6.4","6.4","6.8","6.0","332.47K","0.00%"
"Jun 10, 2012","6.4","5.6","6.6","5.4","379.76K","15.11%"
"Jun 03, 2012","5.6","5.3","5.7","5.2","327.56K","5.90%"
"May 27, 2012","5.3","5.1","5.3","5.0","243.86K","2.94%"
"May 20, 2012","5.1","5.1","5.2","5.1","220.54K","0.00%"
"May 13, 2012","5.1","4.9","5.1","4.9","282.77K","3.03%"
"May 06, 2012","4.9","5.1","5.1","4.8","326.60K","-2.56%"
"Apr 29, 2012","5.1","5.0","5.2","4.9","308.53K","2.01%"
"Apr 22, 2012","5.0","5.3","5.3","4.8","367.93K","-5.32%"
"Apr 15, 2012","5.3","5.0","5.5","4.9","385.95K","6.05%"
"Apr 08, 2012","5.0","4.7","5.0","4.6","404.72K","5.76%"
"Apr 01, 2012","4.7","4.9","5.1","4.7","419.10K","-4.48%"
"Mar 25, 2012","4.9","4.7","4.9","4.3","365.42K","4.91%"
"Mar 18, 2012","4.7","5.2","5.3","4.5","475.80K","-10.34%"
"Mar 11, 2012","5.2","4.8","5.4","4.8","367.60K","8.07%"
"Mar 04, 2012","4.8","4.6","5.1","4.6","334.24K","4.77%"
"Feb 26, 2012","4.6","4.8","5.1","4.5","403.66K","-3.35%"
"Feb 19, 2012","4.8","4.2","5.2","4.2","595.59K","13.03%"
"Feb 12, 2012","4.2","5.6","5.8","3.9","1.08M","-24.64%"
"Feb 05, 2012","5.6","5.9","6.0","5.3","720.25K","-4.60%"
"Jan 29, 2012","5.9","5.6","6.2","5.3","387.00K","4.26%"
"Jan 22, 2012","5.6","6.2","6.4","5.1","560.59K","-8.90%"
"Jan 15, 2012","6.2","6.8","7.2","4.6","871.36K","-8.44%"
"Jan 08, 2012","6.8","6.8","7.2","5.8","757.50K","-0.88%"
"Jan 01, 2012","6.8","4.7","7.2","4.6","1.02M","44.28%"
"Dec 25, 2011","4.7","3.9","5.0","3.8","457.49K","19.80%"
"Dec 18, 2011","3.9","3.2","4.5","3.2","478.62K","23.12%"
"Dec 11, 2011","3.2","3.0","3.4","3.0","329.70K","4.92%"
"Dec 04, 2011","3.0","2.8","3.1","2.6","388.45K","9.32%"
"Nov 27, 2011","2.8","2.5","3.1","2.4","609.05K","12.96%"
"Nov 20, 2011","2.5","2.2","2.6","2.2","363.45K","12.27%"
"Nov 13, 2011","2.2","3.0","3.0","2.0","806.16K","-27.39%"
"Nov 06, 2011","3.0","3.0","3.2","2.8","252.92K","2.02%"
"Oct 30, 2011","3.0","3.6","3.7","2.8","268.87K","-17.04%"
"Oct 23, 2011","3.6","3.2","3.8","2.4","450.69K","13.29%"
"Oct 16, 2011","3.2","3.8","3.9","2.0","675.35K","-17.71%"
"Oct 09, 2011","3.8","4.0","4.4","3.7","247.14K","-4.24%"
"Oct 02, 2011","4.0","5.0","5.1","3.8","253.06K","-20.28%"
"Sep 25, 2011","5.0","5.5","5.5","4.6","199.84K","-8.04%"
"Sep 18, 2011","5.5","4.8","6.8","4.7","384.64K","14.68%"
"Sep 11, 2011","4.8","4.8","7.4","4.4","413.36K","0.00%"
"Sep 04, 2011","4.8","8.5","8.5","4.2","476.41K","-43.75%"
"Aug 28, 2011","8.5","8.6","9.5","8.0","112.89K","-1.28%"
"Aug 21, 2011","8.6","11.4","11.5","7.6","226.80K","-24.98%"
"Aug 14, 2011","11.4","10.1","11.9","9.6","172.35K","13.03%"
"Aug 07, 2011","10.1","6.6","12.1","6.0","392.07K","54.66%"
"Jul 31, 2011","6.6","13.5","14.9","5.7","398.27K","-51.59%"
"Jul 24, 2011","13.5","13.7","14.7","13.3","132.60K","-1.10%"
"Jul 17, 2011","13.7","13.7","14.7","12.5","263.67K","0.00%"
"Jul 10, 2011","13.7","14.4","15.7","13.5","190.88K","-4.59%"
"Jul 03, 2011","14.4","15.4","16.5","11.0","366.20K","-6.62%"
"Jun 26, 2011","15.4","17.5","18.0","14.0","179.65K","-12.05%"
"Jun 19, 2011","17.5","16.9","18.9","16.9","30.18K","3.67%"
"Jun 12, 2011","16.9","14.6","25.0","10.3","481.85K","15.29%"
"Jun 05, 2011","14.6","18.9","31.9","13.0","515.02K","-22.45%"
"May 29, 2011","18.9","8.3","18.9","8.1","272.94K","127.59%"
"May 22, 2011","8.3","6.1","9.3","6.0","207.81K","35.62%"
"May 15, 2011","6.1","7.2","8.5","5.6","223.19K","-15.00%"
"May 08, 2011","7.2","3.6","8.9","3.6","292.56K","97.80%"
"May 01, 2011","3.6","3.5","3.9","2.5","154.50K","4.00%"
"Apr 24, 2011","3.5","1.7","4.2","1.5","315.37K","105.88%"
"Apr 17, 2011","1.7","1.0","2.0","1.0","230.94K","61.90%"
"Apr 10, 2011","1.0","0.7","1.1","0.7","222.10K","43.84%"
"Apr 03, 2011","0.7","0.8","0.8","0.6","94.68K","-6.65%"
"Mar 27, 2011","0.8","0.9","0.9","0.8","37.89K","-8.56%"
"Mar 20, 2011","0.9","0.8","0.9","0.7","65.51K","11.79%"
"Mar 13, 2011","0.8","0.9","0.9","0.7","47.85K","-16.67%"
"Mar 06, 2011","0.9","0.9","0.9","0.8","54.39K","0.00%"
"Feb 27, 2011","0.9","1.0","1.0","0.8","71.26K","0.00%"
"Feb 20, 2011","1.0","0.9","1.0","0.8","53.11K","0.00%"
"Feb 13, 2011","0.9","1.1","1.1","0.8","70.90K","-12.13%"
"Feb 06, 2011","1.1","0.9","1.1","0.8","111.64K","17.39%"
"Jan 30, 2011","0.9","0.4","0.9","0.4","177.62K","109.57%"
"Jan 23, 2011","0.4","0.4","0.4","0.4","64.42K","0.00%"
"Jan 16, 2011","0.4","0.4","0.4","0.3","82.88K","15.10%"
"Jan 09, 2011","0.4","0.3","0.4","0.3","97.03K","19.54%"
"Jan 02, 2011","0.3","0.3","0.3","0.3","56.70K","0.00%"
"Dec 26, 2010","0.3","0.2","0.3","0.2","62.38K","20.05%"
"Dec 19, 2010","0.2","0.2","0.3","0.2","40.10K","0.00%"
"Dec 12, 2010","0.2","0.2","0.3","0.2","37.50K","0.00%"
"Dec 05, 2010","0.2","0.2","0.2","0.2","66.89K","0.00%"
"Nov 28, 2010","0.2","0.3","0.3","0.2","136.93K","-27.56%"
"Nov 21, 2010","0.3","0.3","0.3","0.3","73.38K","0.00%"
"Nov 14, 2010","0.3","0.3","0.3","0.2","146.41K","0.00%"
"Nov 07, 2010","0.3","0.4","0.5","0.1","341.46K","-29.23%"
"Oct 31, 2010","0.4","0.2","0.5","0.1","228.00K","96.08%"
"Oct 24, 2010","0.2","0.1","0.2","0.1","205.85K","88.53%"
"Oct 17, 2010","0.1","0.1","0.1","0.1","165.87K","0.00%"
"Oct 10, 2010","0.1","0.1","0.1","0.1","206.14K","0.00%"
"Oct 03, 2010","0.1","0.1","0.1","0.0","472.96K","0.00%"
"Sep 26, 2010","0.1","0.1","0.1","0.1","76.07K","0.00%"
"Sep 19, 2010","0.1","0.1","0.1","0.1","62.80K","0.00%"
"Sep 12, 2010","0.1","0.1","0.2","0.1","43.62K","0.00%"
"Sep 05, 2010","0.1","0.1","0.1","0.1","29.59K","0.00%"
"Aug 29, 2010","0.1","0.1","0.1","0.0","71.76K","0.00%"
"Aug 22, 2010","0.1","0.1","0.1","0.1","52.94K","0.00%"
"Aug 15, 2010","0.1","0.1","0.1","0.1","46.72K","0.00%"
"Aug 08, 2010","0.1","0.1","0.1","0.1","41.26K","0.00%"
"Aug 01, 2010","0.1","0.1","0.1","0.1","28.56K","0.00%"
"Jul 25, 2010","0.1","0.1","0.1","0.1","25.29K","0.00%"
"Jul 18, 2010","0.1","0.0","0.1","0.1","6.55K","0.00%"
