"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Sweden","SWE","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","4.14177915090216","2.15797310981959","4.76619721905829","2.87174034485769","3.3876623108835","5.01277129643832","6.40480825348421","4.28931922993324","1.94312582473236","2.69199458555702","7.01635885100765","7.39554113837636","6.00738969862495","6.71799739819353","9.9117253011324","9.77987398822574","10.2492246529784","11.4418051091076","9.99526541717738","7.20978617047807","13.7063223649004","12.1039385302599","8.58918509047116","8.87302152363218","8.04424238994422","7.37257458126244","4.23591011089793","4.18857151771367","5.82489868439442","6.44327587426601","10.3665533879494","9.44462732944187","2.37436725111879","4.72817304626055","2.15813800724627","2.45514857818396","0.533131978766251","0.658410256243524","-0.267132668354967","0.462175756339131","0.899143734041743","2.40595834145435","2.15848213589263","1.92565534892387","0.373659828721796","0.453170852576176","1.36021468627688","2.21216883436735","3.43704910602875","-0.494460544378046","1.15798802715629","2.96115073822139","0.8883775069237","-0.0442929701486557","-0.17963849411465","-0.0467847449832651","0.984269244577978","1.79449904665596","1.95353530127029",
"United States","USA","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","1.45797598627786","1.07072414764723","1.19877334820185","1.2396694214876","1.27891156462583","1.58516926383669","3.01507537688439","2.77278562259307","4.27179615288534","5.4623862002875","5.83825533848253","4.29276668813045","3.27227824655283","6.17776006377041","11.0548048048048","9.14314686496534","5.74481263549085","6.50168399472839","7.63096383885602","11.2544711292795","13.5492019749684","10.3347153402771","6.13142700027494","3.21243523316063","4.30053547523427","3.54564415209369","1.89804772234275","3.66456321751691","4.07774110744408","4.82700303008949","5.39795643990322","4.23496396453853","3.0288196781497","2.95165696638554","2.6074415921546","2.80541968853655","2.9312041999344","2.33768993730741","1.55227909874362","2.18802719697358","3.37685727149935","2.82617111885402","1.58603162650603","2.27009497336113","2.67723669309173","3.39274684549547","3.22594410070407","2.85267248150136","3.83910029665101","-0.35554626629975","1.64004344238989","3.15684156862206","2.06933726526059","1.46483265562714","1.62222297740821","0.118627135552435","1.26158320570537","2.13011000365963","2.44258329692818",
