"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Sweden","SWE","Consumer price index (2010 = 100)","FP.CPI.TOTL","9.21091338882047","9.40968242291999","9.85816644488342","10.1412673879444","10.4848192810917","11.0103992924977","11.7155942551251","12.2181134924112","12.4555268109773","12.7908289183314","13.68827937526","14.7006017075933","15.5837241402111","16.6306383224921","18.2790215088424","20.0666867786879","22.1233665870451","24.6546790755082","27.1189796868586","29.0742001338965","33.0592037292646","37.0606694272482","40.2438789201222","43.8147269586491","47.3392897976951","50.8294142442701","52.9825025415534","55.2017125523808","58.4171563806076","62.1811349241115","68.6271754732524","75.1087564434232","76.8921141591384","80.5277063755107","82.2656054131643","84.2853482548","84.7347003997609","85.2926023577901","85.0647579532023","85.4579066416506","86.2262960544623","88.3008648169117","90.2068232098235","91.9438957260577","92.2874531293479","92.705672967515","93.9666691462309","96.0453705157769","99.3464970644714","98.8552678342659","100","102.961150738221","103.87583444225","103.829824749908","103.643306416286","103.594817159687","104.614469083966","106.491774734342","108.572129146727",
"United States","USA","Consumer price index (2010 = 100)","FP.CPI.TOTL","13.5630607803977","13.7082837473334","13.8726149993924","14.0445895655005","14.2242074456579","14.4496852101109","14.8853541109182","15.2980930695779","15.9515964207889","16.8229342224036","17.8051000777325","18.5694314826577","19.1770749495732","20.3617886272073","22.612744614712","24.6802610650347","26.0980958211709","27.7949115401049","29.9159311887723","33.2828110274678","37.7923663165265","41.6980997956942","44.254788345169","45.6764447583299","47.6407764689876","49.3299488738723","50.2662548449057","52.1082935307754","54.2331348364675","56.8509698983363","59.919760489111","62.4573407534626","64.3490609806525","66.2484245218916","67.9758134970226","69.8828203523109","71.9312285175105","73.6127576083459","74.7554330587091","76.391102265249","78.9707207568716","81.2025684592531","82.4904668765521","84.3630788186188","86.6216781201728","89.5605323721102","92.4497050827274","95.0869923788515","98.7374773853446","98.3864199710624","100","103.156841568622","105.291504532867","106.833848874866","108.566932118964","108.695721960693","110.06700893427","112.411557302308","115.157303224791",
